"minerID","location_code","location","start","end","REC_purchase"
"f022352","[""EU-NORTH-NO""]","Europe - Northern Europe - Norway","2021-07-01","2021-10-01",163
"f022352","[""EU-NORTH-NO""]","Europe - Northern Europe - Norway","2021-10-01","2022-01-01",153
"f0145313","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-01-01","2021-04-01",214
"f0145313","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-04-01","2021-07-01",87
"f01184941","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-07-01","2021-10-01",152
"f01184941","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-10-01","2022-01-01",189
"f01128468","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",253
"f01128468","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",195
"f01203032","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-07-01","2021-10-01",226
"f01197032","[""AS-CN-NORTH-SD""]","Asia - Mainland China - North - Shandong","2021-07-01","2021-10-01",93
"f01197032","[""AS-CN-NORTH-SD""]","Asia - Mainland China - North - Shandong","2021-10-01","2022-01-01",178
"f0151498","[""AS-CN-NORTH-SD""]","Asia - Mainland China - North - Shandong","2021-07-01","2021-10-01",195
"f0151498","[""AS-CN-NORTH-SD""]","Asia - Mainland China - North - Shandong","2021-10-01","2022-01-01",154
"f0129072","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-01-01","2021-04-01",196
"f0129072","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-04-01","2021-07-01",97
"f0129072","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-07-01","2021-10-01",65
"f01279","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2020-06-01","2021-01-01",53
"f01279","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-01-01","2021-04-01",13
"f01279","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-04-01","2021-07-01",28
"f01279","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-07-01","2021-10-01",190
"f01279","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-10-01","2022-01-01",66
"f0730266","[""AS-CN-SOUTHWEST-CQ""]","Asia - Mainland China - Southwest - Chongqing","2021-04-01","2021-07-01",223
"f0730266","[""AS-CN-SOUTHWEST-CQ""]","Asia - Mainland China - Southwest - Chongqing","2021-07-01","2021-10-01",65
"f0730266","[""AS-CN-SOUTHWEST-CQ""]","Asia - Mainland China - Southwest - Chongqing","2021-10-01","2022-01-01",65
"f01269623","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-07-01","2021-10-01",86
"f01269623","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-10-01","2022-01-01",176
"f057614","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2020-06-01","2021-01-01",64
"f057614","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-01-01","2021-04-01",153
"f057614","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-04-01","2021-07-01",87
"f057614","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-07-01","2021-10-01",64
"f019240","[""AS-CN-NORTH-BJ""]","Asia - Mainland China - North - Beijing","2020-06-01","2021-01-01",187
"f019240","[""AS-CN-NORTH-BJ""]","Asia - Mainland China - North - Beijing","2021-01-01","2021-04-01",110
"f019240","[""AS-CN-NORTH-BJ""]","Asia - Mainland China - North - Beijing","2021-04-01","2021-07-01",68
"f010616","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2020-06-01","2021-01-01",173
"f010616","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2021-01-01","2021-04-01",94
"f0136033","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-01-01","2021-04-01",134
"f0136033","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-04-01","2021-07-01",126
"f0136033","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-07-01","2021-10-01",61
"f0498920","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",62
"f0498920","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",60
"f0498920","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",225
"f0857798","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-04-01","2021-07-01",36
"f0857798","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-07-01","2021-10-01",126
"f0857798","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-10-01","2022-01-01",123
"f01218186","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-07-01","2021-10-01",197
"f01218186","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-10-01","2022-01-01",65
"f01222595","[""EU-EAST-RU""]","Europe - Eastern Europe - Russia","2021-07-01","2021-10-01",46
"f01222595","[""EU-EAST-RU""]","Europe - Eastern Europe - Russia","2021-10-01","2022-01-01",209
"f0396684","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-04-01","2021-07-01",133
"f0396684","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-07-01","2021-10-01",75
"f0396684","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-10-01","2022-01-01",135
"f01445167","[""AS-HK""]","Asia - Hong Kong","2021-10-01","2022-01-01",612
"f024081","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2020-06-01","2021-01-01",230
"f024081","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2021-01-01","2021-04-01",75
"f024081","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2021-04-01","2021-07-01",79
"f024081","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2021-07-01","2021-10-01",116
"f024081","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2021-10-01","2022-01-01",106
"f01449814","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",463
"f0406478","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-01-01","2021-04-01",14
"f0406478","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-04-01","2021-07-01",97
"f0406478","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-07-01","2021-10-01",140
"f0239678","[""AS-CN-NORTH-BJ""]","Asia - Mainland China - North - Beijing","2021-07-01","2021-10-01",177
"f0239678","[""AS-CN-NORTH-BJ""]","Asia - Mainland China - North - Beijing","2021-10-01","2022-01-01",144
"f0471007","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-04-01","2021-07-01",85
"f0471007","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2021-07-01","2021-10-01",158
"f0718665","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-04-01","2021-07-01",93
"f0718665","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-07-01","2021-10-01",42
"f0718665","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-10-01","2022-01-01",208
"f01259449","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-07-01","2021-10-01",106
"f01259449","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-10-01","2022-01-01",157
"f01162221","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-07-01","2021-10-01",80
"f01162221","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-10-01","2022-01-01",196
"f0810223","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2021-04-01","2021-07-01",67
"f0810223","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2021-07-01","2021-10-01",102
"f0810223","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2021-10-01","2022-01-01",107
"f099369","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2020-06-01","2021-01-01",27
"f099369","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-01-01","2021-04-01",150
"f099369","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-04-01","2021-07-01",85
"f099369","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-07-01","2021-10-01",57
"f0230200","[""AS-KR""]","Asia - Korea","2021-01-01","2021-04-01",51
"f0230200","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",149
"f0230200","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",72
"f0230200","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",57
"f015897","[""AS-HK""]","Asia - Hong Kong","2020-06-01","2021-01-01",244
"f015897","[""AS-HK""]","Asia - Hong Kong","2021-01-01","2021-04-01",56
"f015897","[""AS-HK""]","Asia - Hong Kong","2021-04-01","2021-07-01",57
"f015897","[""AS-HK""]","Asia - Hong Kong","2021-10-01","2022-01-01",57
"f014778","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2020-06-01","2021-01-01",90
"f014778","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2021-01-01","2021-04-01",157
"f014778","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2021-04-01","2021-07-01",55
"f014778","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2021-07-01","2021-10-01",56
"f014778","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2021-10-01","2022-01-01",56
"f022227","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2020-06-01","2021-01-01",122
"f022227","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-01-01","2021-04-01",113
"f022227","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-04-01","2021-07-01",55
"f022227","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-07-01","2021-10-01",56
"f022227","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-10-01","2022-01-01",56
"f073697","[""AS-CN-NORTHWEST-XJ""]","Asia - Mainland China - Northwest - Xinjiang","2020-06-01","2021-01-01",191
"f030379","[""AS-KR""]","Asia - Korea","2020-06-01","2021-01-01",4
"f030379","[""AS-KR""]","Asia - Korea","2021-01-01","2021-04-01",48
"f030379","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",16
"f030379","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",143
"f030379","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",63
"f01430671","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",315
"f0101403","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2020-06-01","2021-01-01",58
"f0101403","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-01-01","2021-04-01",160
"f0101403","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-07-01","2021-10-01",54
"f0501283","[""NA-US-MIDWEST-NE""]","North America - USA - Midwest - Nebraska","2021-04-01","2021-07-01",125
"f0501283","[""NA-US-MIDWEST-NE""]","North America - USA - Midwest - Nebraska","2021-07-01","2021-10-01",71
"f0501283","[""NA-US-MIDWEST-NE""]","North America - USA - Midwest - Nebraska","2021-10-01","2022-01-01",83
"f01215068","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2021-07-01","2021-10-01",62
"f01215068","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2021-10-01","2022-01-01",226
"f0433688","[""AS-CN-NORTH-BJ""]","Asia - Mainland China - North - Beijing","2021-01-01","2021-04-01",14
"f0433688","[""AS-CN-NORTH-BJ""]","Asia - Mainland China - North - Beijing","2021-04-01","2021-07-01",141
"f0433688","[""AS-CN-NORTH-BJ""]","Asia - Mainland China - North - Beijing","2021-07-01","2021-10-01",40
"f0433688","[""AS-CN-NORTH-BJ""]","Asia - Mainland China - North - Beijing","2021-10-01","2022-01-01",93
"f0753055","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-04-01","2021-07-01",83
"f0753055","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-07-01","2021-10-01",132
"f0156207","[""AS-KR""]","Asia - Korea","2021-01-01","2021-04-01",37
"f0156207","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",59
"f0156207","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",86
"f0156207","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",101
"f01258419","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",170
"f0121958","[""AS-KR""]","Asia - Korea","2021-01-01","2021-04-01",93
"f0121958","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",58
"f0121958","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",67
"f0121958","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",93
"f0466070","[""AS-KR""]","Asia - Korea","2021-01-01","2021-04-01",1
"f0466070","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",32
"f0466070","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",112
"f0466070","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",104
"f015926","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2020-06-01","2021-01-01",34
"f015926","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2021-01-01","2021-04-01",159
"f015926","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2021-04-01","2021-07-01",51
"f015926","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2021-07-01","2021-10-01",52
"f0413563","[""AS-KR""]","Asia - Korea","2021-01-01","2021-04-01",9
"f0413563","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",185
"f0413563","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",51
"f0413563","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",51
"f0717289","[""AS-HK""]","Asia - Hong Kong","2021-04-01","2021-07-01",184
"f0717289","[""AS-HK""]","Asia - Hong Kong","2021-07-01","2021-10-01",51
"f0717289","[""AS-HK""]","Asia - Hong Kong","2021-10-01","2022-01-01",51
"f0164291","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-01-01","2021-04-01",61
"f0164291","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-04-01","2021-07-01",73
"f0164291","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-07-01","2021-10-01",97
"f0164291","[""AS-CN-EAST-FJ""]","Asia - Mainland China - East - Fujian","2021-10-01","2022-01-01",55
"f0159961","[""AS-CN-SOUTHWEST-CQ""]","Asia - Mainland China - Southwest - Chongqing","2021-01-01","2021-04-01",6
"f0159961","[""AS-CN-SOUTHWEST-CQ""]","Asia - Mainland China - Southwest - Chongqing","2021-04-01","2021-07-01",114
"f0159961","[""AS-CN-SOUTHWEST-CQ""]","Asia - Mainland China - Southwest - Chongqing","2021-07-01","2021-10-01",93
"f0159961","[""AS-CN-SOUTHWEST-CQ""]","Asia - Mainland China - Southwest - Chongqing","2021-10-01","2022-01-01",50
"f01128326","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-07-01","2021-10-01",148
"f01128326","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-10-01","2022-01-01",76
"f034567","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2020-06-01","2021-01-01",96
"f034567","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-01-01","2021-04-01",115
"f034567","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-04-01","2021-07-01",49
"f034567","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-07-01","2021-10-01",49
"f034567","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-10-01","2022-01-01",49
"f0440429","[""AS-KR""]","Asia - Korea","2021-01-01","2021-04-01",1
"f0440429","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",181
"f0440429","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",49
"f0440429","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",54
"f03363","[""AS-CN-NORTH-NM""]","Asia - Mainland China - North - Inner Mongolia","2020-06-01","2021-01-01",152
"f03363","[""AS-CN-NORTH-NM""]","Asia - Mainland China - North - Inner Mongolia","2021-01-01","2021-04-01",83
"f03363","[""AS-CN-NORTH-NM""]","Asia - Mainland China - North - Inner Mongolia","2021-04-01","2021-07-01",49
"f03363","[""AS-CN-NORTH-NM""]","Asia - Mainland China - North - Inner Mongolia","2021-07-01","2021-10-01",50
"f03363","[""AS-CN-NORTH-NM""]","Asia - Mainland China - North - Inner Mongolia","2021-10-01","2022-01-01",50
"f01101298","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",89
"f01101298","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",212
"f0452808","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-01-01","2021-04-01",5
"f0452808","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-04-01","2021-07-01",86
"f0452808","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-07-01","2021-10-01",113
"f0452808","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-10-01","2022-01-01",104
"f0228232","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-01-01","2021-04-01",94
"f0228232","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-04-01","2021-07-01",57
"f0228232","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-07-01","2021-10-01",76
"f0228232","[""AS-CN-NORTH-HA""]","Asia - Mainland China - North - Henan","2021-10-01","2022-01-01",48
"f0764041","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-04-01","2021-07-01",158
"f0764041","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-07-01","2021-10-01",48
"f0225058","[""AS-HK""]","Asia - Hong Kong","2021-01-01","2021-04-01",163
"f0225058","[""AS-HK""]","Asia - Hong Kong","2021-04-01","2021-07-01",47
"f0225058","[""AS-HK""]","Asia - Hong Kong","2021-10-01","2022-01-01",47
"f079426","[""AS-CN-NORTH-SD""]","Asia - Mainland China - North - Shandong","2020-06-01","2021-01-01",44
"f079426","[""AS-CN-NORTH-SD""]","Asia - Mainland China - North - Shandong","2021-01-01","2021-04-01",51
"f079426","[""AS-CN-NORTH-SD""]","Asia - Mainland China - North - Shandong","2021-04-01","2021-07-01",106
"f079426","[""AS-CN-NORTH-SD""]","Asia - Mainland China - North - Shandong","2021-07-01","2021-10-01",51
"f079426","[""AS-CN-NORTH-SD""]","Asia - Mainland China - North - Shandong","2021-10-01","2022-01-01",47
"f01323287","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",313
"f022308","[""AS-CN-SOUTHCENTRAL-AH""]","Asia - Mainland China - South-Central - Anhui","2020-06-01","2021-01-01",77
"f022308","[""AS-CN-SOUTHCENTRAL-AH""]","Asia - Mainland China - South-Central - Anhui","2021-01-01","2021-04-01",117
"f022308","[""AS-CN-SOUTHCENTRAL-AH""]","Asia - Mainland China - South-Central - Anhui","2021-04-01","2021-07-01",46
"f022308","[""AS-CN-SOUTHCENTRAL-AH""]","Asia - Mainland China - South-Central - Anhui","2021-07-01","2021-10-01",47
"f022308","[""AS-CN-SOUTHCENTRAL-AH""]","Asia - Mainland China - South-Central - Anhui","2021-10-01","2022-01-01",47
"f0693131","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-04-01","2021-07-01",106
"f0693131","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-07-01","2021-10-01",80
"f0693131","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-10-01","2022-01-01",57
"f063628","[""AS-CN-SOUTHCENTRAL-AH""]","Asia - Mainland China - South-Central - Anhui","2020-06-01","2021-01-01",4
"f063628","[""AS-CN-SOUTHCENTRAL-AH""]","Asia - Mainland China - South-Central - Anhui","2021-01-01","2021-04-01",33
"f063628","[""AS-CN-SOUTHCENTRAL-AH""]","Asia - Mainland China - South-Central - Anhui","2021-04-01","2021-07-01",39
"f063628","[""AS-CN-SOUTHCENTRAL-AH""]","Asia - Mainland China - South-Central - Anhui","2021-07-01","2021-10-01",70
"f063628","[""AS-CN-SOUTHCENTRAL-AH""]","Asia - Mainland China - South-Central - Anhui","2021-10-01","2022-01-01",118
"f0155258","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2021-01-01","2021-04-01",51
"f0155258","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2021-04-01","2021-07-01",37
"f0155258","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2021-07-01","2021-10-01",73
"f0155258","[""AS-CN-EAST-SH""]","Asia - Mainland China - East - Shanghai","2021-10-01","2022-01-01",105
"f01076600","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",3
"f01076600","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",87
"f01076600","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",106
"f01268426","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-07-01","2021-10-01",9
"f01268426","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2021-10-01","2022-01-01",304
"f034592","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2020-06-01","2021-01-01",59
"f034592","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-01-01","2021-04-01",44
"f034592","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-04-01","2021-07-01",82
"f034592","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-07-01","2021-10-01",53
"f034592","[""AS-CN-SOUTH-GD""]","Asia - Mainland China - South - Guangdong","2021-10-01","2022-01-01",44
"f0463950","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",177
"f0463950","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",44
"f0680677","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-04-01","2021-07-01",115
"f0680677","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-07-01","2021-10-01",80
"f082000","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-01-01","2021-04-01",62
"f082000","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-04-01","2021-07-01",41
"f082000","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-07-01","2021-10-01",97
"f082000","[""AS-CN-XX""]","Asia - Mainland China - Others Combined","2021-10-01","2022-01-01",44
"f01457254","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",269
"f0497031","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2021-04-01","2021-07-01",153
"f0497031","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2021-07-01","2021-10-01",44
"f0497031","[""AS-CN-SOUTHCENTRAL-JX""]","Asia - Mainland China - South-Central - Jiangxi","2021-10-01","2022-01-01",44
"f01044297","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",9
"f01044297","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",74
"f01044297","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",144
"f03624","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2020-06-01","2021-01-01",27
"f03624","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2021-01-01","2021-04-01",18
"f03624","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2021-04-01","2021-07-01",38
"f03624","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2021-07-01","2021-10-01",66
"f03624","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2021-10-01","2022-01-01",81
"f081222","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2020-06-01","2021-01-01",4
"f081222","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-01-01","2021-04-01",9
"f081222","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-04-01","2021-07-01",4
"f081222","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-07-01","2021-10-01",135
"f081222","[""AS-CN-EAST-JS""]","Asia - Mainland China - East - Jiangsu","2021-10-01","2022-01-01",43
"f015877","[""AS-CN-EAST-ZJ""]","Asia - Mainland China - East - Zhejiang","2020-06-01","2021-01-01",180
"f0112787","[""AS-CN-SOUTHCENTRAL-HN""]","Asia - Mainland China - South-Central - Hunan","2021-07-01","2021-10-01",150
"f0112787","[""AS-CN-SOUTHCENTRAL-HN""]","Asia - Mainland China - South-Central - Hunan","2021-10-01","2022-01-01",74
"f0700999","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-04-01","2021-07-01",86
"f0700999","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-07-01","2021-10-01",24
"f0700999","[""AS-CN-SOUTHWEST-SC""]","Asia - Mainland China - Southwest - Sichuan","2021-10-01","2022-01-01",89
"f01369314","[""AS-CN-SOUTH-GX""]","Asia - Mainland China - South - Guangxi","2021-10-01","2022-01-01",412
"f0717913","[""AS-KR""]","Asia - Korea","2021-04-01","2021-07-01",58
"f0717913","[""AS-KR""]","Asia - Korea","2021-07-01","2021-10-01",68
"f0717913","[""AS-KR""]","Asia - Korea","2021-10-01","2022-01-01",109
"f0131419","[""AS-CN-NORTH-BJ""]","Asia - Mainland China - North - Beijing","2021-01-01","2021-04-01",4
"f0131419","[""AS-CN-NORTH-BJ""]","Asia - Mainland China - North - Beijing","2021-04-01","2021-07-01",146
"f015731","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2020-06-01","2021-01-01",141
"f015731","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2021-01-01","2021-04-01",41
"f015731","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2021-04-01","2021-07-01",41
"f015731","[""EU-WEST-DE""]","Europe - Western Europe - Germany","2021-07-01","2021-10-01",42
"f03519","[""NA-US-WEST-WA""]","North America - USA - West - Washington","2020-06-01","2021-01-01",182
"f024944","[""AS-KR""]","Asia - Korea","2020-06-01","2021-01-01",68
